lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,label
0.8002309799194336,0.7862573862075806,2.0922084331687074e-07,0.7334017157554626,0.7612643241882324,-0.020355848595499992,0.6759615540504456,0.7041099667549133,-0.031200936064124107,0.6350643634796143,0.65447998046875,-0.04213082045316696,0.5964220762252808,0.6256615519523621,-0.05303550139069557,0.7027390003204346,0.5746873617172241,-0.007551952265202999,0.6696876287460327,0.500771701335907,-0.02262973226606846,0.6524311304092407,0.4534485638141632,-0.03868580982089043,0.6397175788879395,0.41070103645324707,-0.05174545571208,0.7413010001182556,0.5506030917167664,-0.012084674090147018,0.72331303358078,0.4574471414089203,-0.024401353672146797,0.7141736149787903,0.3996226191520691,-0.03794122114777565,0.707512378692627,0.35085850954055786,-0.04878462851047516,0.7820444107055664,0.5516721606254578,-0.02085053361952305,0.7745273113250732,0.46056511998176575,-0.034485746175050735,0.771104633808136,0.4034074544906616,-0.04775075241923332,0.7675806879997253,0.3540054261684418,-0.05759473890066147,0.8232067823410034,0.5714577436447144,-0.032057639211416245,0.8301299214363098,0.5010789036750793,-0.043256379663944244,0.8336756229400635,0.45508748292922974,-0.049718428403139114,0.8346384167671204,0.4120980203151703,-0.05473456159234047,open_palm
0.7226296067237854,0.7794938087463379,2.0245762755166652e-07,0.6700501441955566,0.7702794075012207,-0.022946679964661598,0.6235594749450684,0.739316463470459,-0.037803929299116135,0.5888237953186035,0.705947995185852,-0.05137087032198906,0.5585665702819824,0.6865990161895752,-0.06489919126033783,0.6390858292579651,0.6360509991645813,-0.02070803754031658,0.6114267110824585,0.5815622210502625,-0.03567160665988922,0.5950842499732971,0.5442655682563782,-0.04947913810610771,0.5826573371887207,0.5115727186203003,-0.060365960001945496,0.6680353879928589,0.6145660281181335,-0.021628590300679207,0.6518542766571045,0.5444077849388123,-0.0329713448882103,0.6417624950408936,0.4999041259288788,-0.04368671029806137,0.6337680220603943,0.46280771493911743,-0.05280118063092232,0.6990967392921448,0.6128917932510376,-0.025774769484996796,0.6920201182365417,0.5435369610786438,-0.03779163584113121,0.6878988742828369,0.4986782968044281,-0.04937446489930153,0.6833117604255676,0.4615841507911682,-0.05812661349773407,0.7316893935203552,0.6257220506668091,-0.03217102959752083,0.7386304140090942,0.5700934529304504,-0.04263278841972351,0.7418088316917419,0.5335463881492615,-0.04939911514520645,0.7404263615608215,0.5008055567741394,-0.05474019795656204,open_palm
0.7650423645973206,0.46714621782302856,3.832492154742795e-07,0.7024816870689392,0.4602586328983307,-0.024001959711313248,0.6550023555755615,0.42322075366973877,-0.04089200496673584,0.6207395792007446,0.3833986520767212,-0.055572688579559326,0.5862361192703247,0.3619667589664459,-0.07058371603488922,0.6787846088409424,0.31068047881126404,-0.028686540201306343,0.6542016267776489,0.24530401825904846,-0.04543256759643555,0.6398905515670776,0.19905859231948853,-0.059819500893354416,0.6292129755020142,0.15945932269096375,-0.07093016803264618,0.7149471044540405,0.2889164984226227,-0.030915111303329468,0.7015160322189331,0.20378322899341583,-0.04533149302005768,0.6939222812652588,0.14802208542823792,-0.058189451694488525,0.6885749101638794,0.10052351653575897,-0.06790144741535187,0.7518778443336487,0.28982439637184143,-0.03558291867375374,0.7490386366844177,0.20671439170837402,-0.05065855011343956,0.7477604150772095,0.1536104828119278,-0.06428118795156479,0.7461769580841064,0.10891479253768921,-0.0738728865981102,0.7879541516304016,0.3065400719642639,-0.04194838926196098,0.7988854646682739,0.24094420671463013,-0.054912958294153214,0.8038997650146484,0.1993388831615448,-0.06189168617129326,0.8055417537689209,0.16173163056373596,-0.06661012023687363,open_palm
0.7051104307174683,0.5284677743911743,3.842707769763365e-07,0.6424844861030579,0.5292296409606934,-0.02668677642941475,0.5911465883255005,0.4994893968105316,-0.0455705001950264,0.5523281097412109,0.4648042321205139,-0.061742886900901794,0.5161460041999817,0.44693946838378906,-0.07841778546571732,0.6100550889968872,0.38260337710380554,-0.0340861976146698,0.5807808041572571,0.31979691982269287,-0.051813337951898575,0.5642637610435486,0.2757529616355896,-0.06665180623531342,0.5523133277893066,0.2386615127325058,-0.07782686501741409,0.6465955376625061,0.35709428787231445,-0.03512580320239067,0.6300469636917114,0.2734236717224121,-0.05036451295018196,0.6191525459289551,0.21819348633289337,-0.06385982781648636,0.612001359462738,0.17193229496479034,-0.07406648248434067,0.6843070983886719,0.35372409224510193,-0.038530975580215454,0.6789827346801758,0.2703009247779846,-0.0544496551156044,0.6738319396972656,0.21704094111919403,-0.06926979124546051,0.6696374416351318,0.17323656380176544,-0.07981909811496735,0.7215583324432373,0.3671327829360962,-0.04369713366031647,0.7310837507247925,0.3012804388999939,-0.05768716335296631,0.7345621585845947,0.2585615813732147,-0.06564032286405563,0.7349182367324829,0.2206965535879135,-0.07101860642433167,open_palm
0.8174930810928345,0.5603063106536865,2.794708393594192e-07,0.7596126794815063,0.5527248978614807,-0.020507002249360085,0.7090972661972046,0.5165634155273438,-0.03373856842517853,0.672879695892334,0.48242470622062683,-0.04582928866147995,0.6391558647155762,0.4632910192012787,-0.05810287594795227,0.7278232574462891,0.4007442593574524,-0.019075913354754448,0.6975719332695007,0.3392340838909149,-0.034768834710121155,0.6806096434593201,0.29817622900009155,-0.04866928979754448,0.6686722636222839,0.26194408535957336,-0.059437669813632965,0.7615010142326355,0.37749847769737244,-0.022582419216632843,0.7448617219924927,0.2964017987251282,-0.03664054721593857,0.734294593334198,0.2453664243221283,-0.048729244619607925,0.7261055111885071,0.2020145058631897,-0.05766379460692406,0.7966318726539612,0.3765197992324829,-0.029134521260857582,0.7914227247238159,0.29339155554771423,-0.044421978294849396,0.7872825860977173,0.24398408830165863,-0.05592731386423111,0.7825776934623718,0.2016577422618866,-0.06360333412885666,0.8316692113876343,0.3920229971408844,-0.03745283931493759,0.8400951027870178,0.3263591229915619,-0.049959201365709305,0.8442957401275635,0.28390222787857056,-0.05585034564137459,0.8454059362411499,0.24462060630321503,-0.05977465212345123,open_palm
0.911702036857605,0.4791752099990845,2.9109449428688094e-07,0.8511908054351807,0.4650609791278839,-0.02324804477393627,0.8004512190818787,0.42537549138069153,-0.03843170031905174,0.7624251842498779,0.38666874170303345,-0.05233725905418396,0.7269362807273865,0.36636587977409363,-0.0663810670375824,0.8209295868873596,0.3060300350189209,-0.021599704399704933,0.7919514775276184,0.2384088933467865,-0.03949858620762825,0.7753149271011353,0.1925811916589737,-0.05592251569032669,0.7640166878700256,0.1534319967031479,-0.06827113032341003,0.8547289967536926,0.2809675633907318,-0.024228686466813087,0.8390101790428162,0.1939975619316101,-0.039024680852890015,0.8314470052719116,0.1382724791765213,-0.05218268185853958,0.8275970220565796,0.09217765927314758,-0.06215086579322815,0.8900750279426575,0.278788298368454,-0.030132796615362167,0.8883978724479675,0.19349108636379242,-0.04458152875304222,0.8871638774871826,0.14239929616451263,-0.05649290978908539,0.8856027722358704,0.09923999011516571,-0.06487338989973068,0.924058735370636,0.29388806223869324,-0.0382336862385273,0.9341294169425964,0.22664505243301392,-0.04921373724937439,0.9398332238197327,0.1849389374256134,-0.054304614663124084,0.9427560567855835,0.14667506515979767,-0.057943616062402725,open_palm
0.5400510430335999,0.7580863833427429,1.873875703495287e-07,0.4961615800857544,0.7429702877998352,-0.017863718792796135,0.4613288640975952,0.7104040384292603,-0.0299444068223238,0.43715110421180725,0.67789626121521,-0.04104594141244888,0.4129234850406647,0.6553762555122375,-0.05229291319847107,0.4814331829547882,0.6289017796516418,-0.018184976652264595,0.46197620034217834,0.5785360336303711,-0.031522415578365326,0.4513865113258362,0.5450306534767151,-0.042847421020269394,0.44392314553260803,0.5160621404647827,-0.05152012035250664,0.5070766806602478,0.6149497628211975,-0.020134475082159042,0.49877414107322693,0.5530984997749329,-0.031830817461013794,0.4939137399196625,0.5143415331840515,-0.041655514389276505,0.49120032787323,0.48126021027565,-0.0491279773414135,0.5334616303443909,0.6184062957763672,-0.024477887898683548,0.5335533618927002,0.5589081645011902,-0.036380182951688766,0.5332455039024353,0.5218845009803772,-0.045840855687856674,0.5328680276870728,0.4902228116989136,-0.05245796591043472,0.5589599013328552,0.6337113380432129,-0.03041430376470089,0.5693584084510803,0.5882065296173096,-0.040194932371377945,0.5751023292541504,0.5585431456565857,-0.045480769127607346,0.5785084962844849,0.5302404165267944,-0.049276888370513916,open_palm
0.40090882778167725,0.808420717716217,1.6994854945551197e-07,0.36163246631622314,0.8120694160461426,-0.013862712308764458,0.3269871175289154,0.7922070622444153,-0.023023556917905807,0.302746057510376,0.7721749544143677,-0.031581539660692215,0.27912938594818115,0.7638741135597229,-0.040508098900318146,0.3255804479122162,0.7132806181907654,-0.013420011848211288,0.2983630299568176,0.6771414279937744,-0.025148794054985046,0.2823406755924225,0.6533359289169312,-0.03585664555430412,0.2688629627227783,0.6324004530906677,-0.043879371136426926,0.34599825739860535,0.6950362920761108,-0.016223572194576263,0.3281019926071167,0.643409013748169,-0.026053516194224358,0.31509143114089966,0.6100142598152161,-0.03557567670941353,0.30365926027297974,0.582557737827301,-0.04275614768266678,0.36956632137298584,0.6905312538146973,-0.02107439748942852,0.3584741950035095,0.638574481010437,-0.031105365604162216,0.3493042588233948,0.6060053110122681,-0.04034202918410301,0.33990442752838135,0.5787378549575806,-0.04697473719716072,0.3944902718067169,0.6963370442390442,-0.027205131947994232,0.3943997621536255,0.6532132625579834,-0.0359158031642437,0.39189600944519043,0.6253631711006165,-0.04092762991786003,0.387356162071228,0.6001954674720764,-0.04452752694487572,open_palm
0.7353395819664001,0.7042418122291565,1.259243873619198e-07,0.7010967135429382,0.7020077109336853,-0.013572881929576397,0.6698228120803833,0.6869593262672424,-0.023626530542969704,0.645526647567749,0.6703635454177856,-0.03289270028471947,0.6244572401046753,0.661124050617218,-0.04247508943080902,0.6749220490455627,0.6209694147109985,-0.016210969537496567,0.6517072916030884,0.5889403820037842,-0.02757250890135765,0.6370936036109924,0.5676884651184082,-0.03714617341756821,0.6252526044845581,0.5491129159927368,-0.04430607706308365,0.6927351951599121,0.6031221747398376,-0.018126901239156723,0.6762785315513611,0.5580687522888184,-0.027917247265577316,0.664583146572113,0.5294864177703857,-0.03601817414164543,0.6548737287521362,0.5051305294036865,-0.04206245392560959,0.7137289643287659,0.5988598465919495,-0.021683529019355774,0.704281747341156,0.5519809722900391,-0.03137611225247383,0.6972787976264954,0.5230895280838013,-0.039176326245069504,0.6907445788383484,0.49855270981788635,-0.04463427513837814,0.7357879281044006,0.6044960021972656,-0.026339638978242874,0.7371569871902466,0.5662940144538879,-0.034581515938043594,0.7365895509719849,0.5406478643417358,-0.03887714073061943,0.7342984080314636,0.5172652006149292,-0.04178525134921074,open_palm
0.7645402550697327,0.5922759771347046,4.6945427101263704e-08,0.7385900020599365,0.5668010711669922,-0.010151639580726624,0.7184064984321594,0.5314872860908508,-0.016708314418792725,0.7033030390739441,0.5033904910087585,-0.023104537278413773,0.6874600052833557,0.48592129349708557,-0.02998877689242363,0.7417058348655701,0.48875901103019714,-0.009282940067350864,0.7322193384170532,0.45308417081832886,-0.018201740458607674,0.7273898124694824,0.42984113097190857,-0.02621120773255825,0.7243251204490662,0.40853214263916016,-0.03251774609088898,0.7623826265335083,0.4837328791618347,-0.011837609112262726,0.762392520904541,0.43897825479507446,-0.019291851669549942,0.7620811462402344,0.41201770305633545,-0.025527365505695343,0.7623420357704163,0.3889321982860565,-0.03063005767762661,0.7813433408737183,0.49183639883995056,-0.016077082604169846,0.7905628085136414,0.45128461718559265,-0.024379119277000427,0.7959485054016113,0.4270486533641815,-0.030148951336741447,0.8003619313240051,0.4048222303390503,-0.03434136509895325,0.7974898815155029,0.5089967846870422,-0.021293912082910538,0.8117620944976807,0.4797639548778534,-0.02782103791832924,0.8204794526100159,0.46143031120300293,-0.030475132167339325,0.8274102807044983,0.4426155388355255,-0.03265758603811264,open_palm
